app/api-test/page.tsx(190,58): error TS2532: Object is possibly 'undefined'.
app/api-test/page.tsx(191,61): error TS2532: Object is possibly 'undefined'.
app/api-test/page.tsx(192,30): error TS2532: Object is possibly 'undefined'.
app/api-test/page.tsx(193,67): error TS2532: Object is possibly 'undefined'.
app/api-test/page.tsx(195,30): error TS2532: Object is possibly 'undefined'.
app/api-test/page.tsx(199,51): error TS2532: Object is possibly 'undefined'.
app/api/auth/logout/route.ts(18,15): error TS2345: Argument of type '{ is_revoked: boolean; revoked_at: string; revoked_reason: string; }' is not assignable to parameter of type 'never'.
app/api/auth/sync-user/route.ts(68,17): error TS2345: Argument of type '{ email: any; email_verified: boolean; wallet_address: string | null; wallet_type: string | null; last_login: string; is_active: boolean; }' is not assignable to parameter of type 'never'.
app/api/auth/sync-user/route.ts(76,32): error TS2339: Property 'id' does not exist on type 'never'.
app/api/auth/sync-user/route.ts(93,10): error TS2769: No overload matches this call.
  Overload 1 of 2, '(values: never, options?: { count?: "exact" | "planned" | "estimated" | undefined; } | undefined): PostgrestFilterBuilder<{ PostgrestVersion: "12"; }, never, never, null, "users", never, "POST">', gave the following error.
    Argument of type '{ auth_type: "email" | "wallet"; email: any; email_verified: boolean; wallet_address: string | null; wallet_type: string | null; privy_user_id: any; created_at: string; last_login: string; is_active: boolean; }' is not assignable to parameter of type 'never'.
  Overload 2 of 2, '(values: never[], options?: { count?: "exact" | "planned" | "estimated" | undefined; defaultToNull?: boolean | undefined; } | undefined): PostgrestFilterBuilder<{ PostgrestVersion: "12"; }, never, never, null, "users", never, "POST">', gave the following error.
    Object literal may only specify known properties, and 'auth_type' does not exist in type 'never[]'.
app/api/auth/sync-user/route.ts(127,31): error TS2339: Property 'id' does not exist on type 'never'.
app/api/auth/sync-user/route.ts(132,25): error TS7022: 'newWallet' implicitly has type 'any' because it does not have a type annotation and is referenced directly or indirectly in its own initializer.
app/api/auth/sync-user/route.ts(134,14): error TS2769: No overload matches this call.
  Overload 1 of 2, '(values: never, options?: { count?: "exact" | "planned" | "estimated" | undefined; } | undefined): PostgrestFilterBuilder<{ PostgrestVersion: "12"; }, never, never, null, "user_wallets", never, "POST">', gave the following error.
    Argument of type '{ user_id: any; wallet_address: any; wallet_provider: any; is_primary: boolean; created_at: string; }' is not assignable to parameter of type 'never'.
  Overload 2 of 2, '(values: never[], options?: { count?: "exact" | "planned" | "estimated" | undefined; defaultToNull?: boolean | undefined; } | undefined): PostgrestFilterBuilder<{ PostgrestVersion: "12"; }, never, never, null, "user_wallets", never, "POST">', gave the following error.
    Object literal may only specify known properties, and 'user_id' does not exist in type 'never[]'.
app/api/auth/sync-user/route.ts(135,29): error TS2339: Property 'id' does not exist on type 'never'.
app/api/user/profile/route.ts(35,18): error TS2339: Property 'id' does not exist on type 'never'.
app/api/user/profile/route.ts(36,24): error TS2339: Property 'auth_type' does not exist on type 'never'.
app/api/user/profile/route.ts(37,21): error TS2339: Property 'email' does not exist on type 'never'.
app/api/user/profile/route.ts(38,29): error TS2339: Property 'email_verified' does not exist on type 'never'.
app/api/user/profile/route.ts(39,29): error TS2339: Property 'wallet_address' does not exist on type 'never'.
app/api/user/profile/route.ts(40,26): error TS2339: Property 'wallet_type' does not exist on type 'never'.
app/api/user/profile/route.ts(41,27): error TS2339: Property 'privy_user_id' does not exist on type 'never'.
app/api/user/profile/route.ts(42,25): error TS2339: Property 'created_at' does not exist on type 'never'.
app/api/user/profile/route.ts(43,25): error TS2339: Property 'last_login' does not exist on type 'never'.
app/api/user/profile/route.ts(44,24): error TS2339: Property 'is_active' does not exist on type 'never'.
app/api/user/profile/route.ts(45,23): error TS2339: Property 'user_wallets' does not exist on type 'never'.
app/api/user/profile/route.ts(85,15): error TS2345: Argument of type '{ [key: string]: any; }' is not assignable to parameter of type 'never'.
app/dashboard/page.tsx(133,65): error TS2339: Property 'verified' does not exist on type 'Email'.
backend/src/__tests__/e2e-positions.test.ts(4,1): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/e2e-positions.test.ts(14,3): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/e2e-positions.test.ts(15,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/e2e-positions.test.ts(22,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/e2e-positions.test.ts(23,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/e2e-positions.test.ts(32,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/e2e-positions.test.ts(33,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/e2e-positions.test.ts(41,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/e2e-positions.test.ts(43,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/e2e-positions.test.ts(44,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/e2e-positions.test.ts(59,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/e2e-positions.test.ts(67,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/e2e-positions.test.ts(71,3): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/e2e-positions.test.ts(72,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/e2e-positions.test.ts(87,9): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/e2e-positions.test.ts(95,9): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/e2e-positions.test.ts(96,9): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/e2e-positions.test.ts(97,9): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/e2e-positions.test.ts(101,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/e2e-positions.test.ts(104,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/e2e-positions.test.ts(127,9): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/e2e-positions.test.ts(128,9): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/e2e-positions.test.ts(134,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/e2e-positions.test.ts(138,3): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/e2e-positions.test.ts(139,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/e2e-positions.test.ts(151,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/e2e-positions.test.ts(152,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/e2e-positions.test.ts(153,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/e2e-positions.test.ts(156,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/e2e-positions.test.ts(171,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/e2e-positions.test.ts(172,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/e2e-positions.test.ts(173,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/e2e-positions.test.ts(176,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/e2e-positions.test.ts(184,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/e2e-positions.test.ts(186,9): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/e2e-positions.test.ts(191,3): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/e2e-positions.test.ts(192,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/e2e-positions.test.ts(200,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/e2e-positions.test.ts(203,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/e2e-positions.test.ts(217,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/e2e-positions.test.ts(218,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/e2e-positions.test.ts(221,9): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(13,1): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(14,3): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(15,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(16,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(16,33): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(17,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(17,33): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(18,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(21,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(22,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(22,34): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(25,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(26,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(26,46): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(30,3): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(31,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(32,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(32,34): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(33,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(34,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(37,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(38,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(38,35): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(41,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(42,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(42,48): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(46,3): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(47,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(49,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(51,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(54,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(56,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(58,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(61,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(63,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(64,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(67,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(69,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(70,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(74,3): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(75,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(77,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(80,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(83,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(86,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(89,53): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(90,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(94,3): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(98,19): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(99,16): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(102,14): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(105,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(108,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(109,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(113,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(116,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(119,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(122,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(129,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(132,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(139,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(142,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(151,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(152,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(153,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(156,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(164,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(167,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(168,72): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(169,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(172,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(173,57): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(174,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(177,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(178,68): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(179,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(183,3): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(184,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(185,43): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(187,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(190,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(191,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(194,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(195,43): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(197,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(198,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(201,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(202,44): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(203,44): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(205,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(208,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(209,42): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(210,42): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(212,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(215,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(216,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(216,41): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(217,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(217,53): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(220,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(221,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(221,40): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(224,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(225,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(229,3): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(230,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
backend/src/__tests__/unit-actions.test.ts(234,21): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(235,18): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(238,16): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(241,47): error TS2737: BigInt literals are not available when targeting lower than ES2020.
backend/src/__tests__/unit-actions.test.ts(244,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(247,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(248,7): error TS2304: Cannot find name 'expect'.
backend/src/__tests__/unit-actions.test.ts(252,3): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
